exp,model_type,target_type,condition,model,context_sents,target_sent,region,surp
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,20.570755004882812
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,23.38181209564209
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,19.216159343719482
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,20.281607151031494
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,20.949284553527832
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,19.26327657699585
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,19.770636558532715
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,22.166250228881836
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,some issues were important this afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,21.733559608459473
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,23.129711151123047
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,20.565464973449707
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,23.36780548095703
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,19.198001861572266
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,20.269080638885498
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,20.73209285736084
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,19.281283378601074
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,19.710646629333496
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,22.259831428527832
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a nice afternoon .,although the candidates debated the issues were overlooked by most of the media who covered the campaign .,were overlooked,21.765172958374023
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,15.294259548187256
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,14.699117183685303
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,14.761463403701782
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,14.320127248764038
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,16.681686401367188
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,14.11310625076294
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,13.80543303489685
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,12.586021900177002
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,13.971166133880615
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a nice afternoon .,"although the candidates debated , some issues were overlooked by most of the media who covered the campaign .",were overlooked,14.981970071792603
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.161356687545776
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.05627703666687
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.652417182922363
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,14.930513381958008
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.894912719726562
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.338202953338623
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,13.900620222091675
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,13.444157719612122
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,13.584988117218018
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,some issues were important this afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.298247814178467
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.156362056732178
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.05792784690857
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.65238332748413
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,14.929941892623901
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.895006895065308
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.08296251296997
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,13.821324825286865
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,13.389658689498901
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,13.46349322795868
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a nice afternoon .,"although the candidates debated , the issues were overlooked by most of the media who covered the campaign .",were overlooked,15.298177242279053
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,22.03642463684082
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,22.014766693115234
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,21.470932960510254
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,20.26053762435913
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,25.071378707885742
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,25.49882698059082
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,21.973525047302246
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,25.969472885131836
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,23.362337112426758
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,because the train stopped some traffic was rerouted through side streets for several hours .,was rerouted,23.12846088409424
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,20.54391622543335
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,22.244284629821777
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,20.10460376739502
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,19.645820140838623
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,21.96054172515869
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,23.580978393554688
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,21.089611053466797
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,23.58631992340088
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,23.564533233642578
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,some traffic was expected on day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,22.911875247955322
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,20.52315378189087
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,22.248196601867676
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,20.113896369934082
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,19.633009433746338
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,21.970484733581543
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,23.867430686950684
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,21.58436870574951
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,24.01638889312744
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,23.861875534057617
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,because the train stopped the traffic was rerouted through side streets for several hours .,was rerouted,22.79634666442871
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,13.755737781524658
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,14.308805704116821
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,15.586796998977661
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,15.03720736503601
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,17.66571068763733
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,17.159898042678833
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,16.165815830230713
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,16.930941581726074
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,15.485906600952148
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,"because the train stopped , some traffic was rerouted through side streets for several hours .",was rerouted,16.523303747177124
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,14.64155626296997
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,14.14105749130249
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.086912393569946
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.204308986663818
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.456400156021118
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.507141590118408
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.357056617736816
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.996717810630798
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,16.158551812171936
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,some traffic was expected on day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,16.216339588165283
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,14.642022371292114
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,14.154991865158081
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.08817744255066
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.213613748550415
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.458619594573975
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,16.18204092979431
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.691946744918823
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,16.322630286216736
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,15.951714634895325
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a busy day .,"because the train stopped , the traffic was rerouted through side streets for several hours .",was rerouted,16.08076000213623
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,19.952260971069336
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,15.994043350219727
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,19.717320442199707
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,19.90461254119873
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,18.50650405883789
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,18.23647403717041
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,19.369202613830566
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,17.795567512512207
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,20.366276741027832
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful day .,in case the team lost a tiebreaker was scheduled for the following week at the local park .,was scheduled,19.537259101867676
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,21.08059310913086
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,16.782150268554688
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,21.514333724975586
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,20.290963172912598
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,18.007895946502686
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,19.641615867614746
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,18.872139930725098
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,18.41524314880371
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,21.08692741394043
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,a tiebreaker was discussed .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,19.243499755859375
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful day .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,21.06930446624756
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful day .,in case the team lost the tiebreaker was scheduled for the following week at the local park .,was scheduled,16.780202865600586
